name,set_name
"Black Kyurem-EX","BW Black Star Promos"
"Black Kyurem-EX","Boundaries Crossed"
"Black Kyurem-EX","Legendary Treasures"
"Black Kyurem-EX","Plasma Storm"
"Black Kyurem-EX","Boundaries Crossed"
"Blaine's Arcanine","Gym Challenge"
"Blaine's Charizard","Gym Challenge"
"Blaine's Charmander","Gym Challenge"
"Blaine's Charmander","Gym Heroes"
"Blaine's Charmeleon","Gym Challenge"
"Blaine's Dodrio","Gym Challenge"
"Blaine's Doduo","Gym Challenge"
"Blaine's Growlithe","Gym Heroes"
"Blaine's Growlithe","Gym Challenge"
"Blaine's Growlithe","Gym Heroes"
"Blaine's Kangaskhan","Gym Heroes"
"Blaine's Magmar","Gym Heroes"
"Blaine's Mankey","Gym Challenge"
"Blaine's Moltres","Gym Heroes"
"Blaine's Ninetales","Gym Challenge"
"Blaine's Ponyta","Gym Challenge"
"Blaine's Ponyta","Gym Heroes"
"Blaine's Rapidash","Gym Challenge"
"Blaine's Rhyhorn","Gym Challenge"
"Blaine's Tauros","Gym Heroes"
"Blaine's Vulpix","Gym Challenge"
"Blaine's Vulpix","Gym Heroes"
Blastoise,Platinum
Blastoise,"Base Set 2"
Blastoise,"Secret Wonders"
Blastoise,"POP Series 3"
Blastoise,Base
Blastoise,"Expedition Base Set"
Blastoise,"HS—Unleashed"
Blastoise,"Plasma Blast"
Blastoise,"Crystal Guardians"
Blastoise,"Team Up"
Blastoise,"Boundaries Crossed"
Blastoise,"Expedition Base Set"
Blastoise,"Expedition Base Set"
Blastoise,"Plasma Storm"
Blastoise,"Celebrations: Classic Collection"
Blastoise,"Pokémon GO"
"Blastoise & Piplup-GX","Cosmic Eclipse"
"Blastoise & Piplup-GX","Cosmic Eclipse"
"Blastoise & Piplup-GX","Cosmic Eclipse"
"Blastoise & Piplup-GX","Cosmic Eclipse"
"Blastoise V","SWSH Black Star Promos"
"Blastoise VMAX","SWSH Black Star Promos"
"Blastoise ex","FireRed & LeafGreen"
"Blastoise δ","Crystal Guardians"
Blastoise-EX,Generations
Blastoise-EX,Evolutions
Blastoise-EX,XY
Blastoise-EX,"XY Black Star Promos"
Blastoise-EX,"XY Black Star Promos"
Blastoise-EX,XY
Blastoise-GX,"Unbroken Bonds"
Blastoise-GX,"SM Black Star Promos"
Blastoise-GX,"Unbroken Bonds"
Blaziken,Emerald
Blaziken,Platinum
Blaziken,"POP Series 1"
Blaziken,"Great Encounters"
Blaziken,"Dragon Majesty"
Blaziken,"Ruby & Sapphire"
Blaziken,"Power Keepers"
Blaziken,"Dark Explorers"
Blaziken,"Holon Phantoms"
Blaziken,"Ruby & Sapphire"
Blaziken,"Furious Fists"
Blaziken,"Primal Clash"
Blaziken,"Darkness Ablaze"
"Blaziken FB","Supreme Victors"
"Blaziken FB LV.X","Supreme Victors"
"Blaziken V","Chilling Reign"
"Blaziken V","Chilling Reign"
"Blaziken V","Silver Tempest Trainer Gallery"
"Blaziken VMAX","Chilling Reign"
"Blaziken VMAX","Chilling Reign"
"Blaziken VMAX","Chilling Reign"
"Blaziken VMAX","Silver Tempest Trainer Gallery"
"Blaziken ex","Team Magma vs Team Aqua"
"Blaziken ex","Crystal Guardians"
Blaziken-EX,"XY Black Star Promos"
Blaziken-GX,"Celestial Storm"
Blaziken-GX,"Celestial Storm"
Blaziken-GX,"Celestial Storm"
Blipbug,"Sword & Shield"
Blipbug,"Sword & Shield"
Blipbug,"Shiny Vault"
Blipbug,"Battle Styles"
Blipbug,"Lost Origin"
Blissey,"Neo Revelation"
Blissey,Aquapolis
Blissey,"Mysterious Treasures"
Blissey,Platinum
Blissey,"HeartGold & SoulSilver"
Blissey,Aquapolis
Blissey,"XY Black Star Promos"
Blissey,"Dark Explorers"
Blissey,"Phantom Forces"
Blissey,"HeartGold & SoulSilver"
Blissey,"Guardians Rising"
Blissey,"Lost Thunder"
Blissey,"Fusion Strike"
Blissey,"Pokémon GO"
"Blissey V","Chilling Reign"
"Blissey V","Chilling Reign"
"Blissey V","Chilling Reign"
"Blissey V","Silver Tempest Trainer Gallery"
"Blissey ex","Unseen Forces"
Blitzle,"Noble Victories"
Blitzle,"Next Destinies"
Blitzle,"Team Up"
Blitzle,"Black & White"
Blitzle,"McDonald's Collection 2011"
Blitzle,"Black & White"
Blitzle,"Boundaries Crossed"
Blitzle,BREAKpoint
Blitzle,"Vivid Voltage"
Blitzle,"Lost Thunder"
Blitzle,"Chilling Reign"
Blitzle,"SWSH Black Star Promos"
Boldore,"Phantom Forces"
Boldore,"Emerging Powers"
Boldore,"Emerging Powers"
Boldore,"Dragons Exalted"
Boldore,"Sun & Moon"
Boldore,"Evolving Skies"
Boltund,"Sword & Shield"
Boltund,"Sword & Shield"
Boltund,"Shiny Vault"
Boltund,"Battle Styles"
"Boltund V","Rebel Clash"
"Boltund V","Rebel Clash"
"Boltund V","SWSH Black Star Promos"
"Boltund V","Fusion Strike"
"Boltund V","Fusion Strike"
"Boltund V","Brilliant Stars Trainer Gallery"
"Boltund V","SWSH Black Star Promos"
"Boltund VMAX","Fusion Strike"
"Boltund VMAX","Fusion Strike"
Bonsly,"Diamond & Pearl"
Bouffalant,"Black & White"
Bouffalant,"Black & White"
Bouffalant,"Legendary Treasures"
Bouffalant,"Primal Clash"
Bouffalant,"Burning Shadows"
Bouffalant,"Dragons Exalted"
Bouffalant,"Plasma Storm"
Bouffalant,"Battle Styles"
Bouffalant,"Lost Origin"
Bounsweet,"Sun & Moon"
Bounsweet,"Darkness Ablaze"
Bounsweet,"Unified Minds"
Bounsweet,"Chilling Reign"
Braixen,"Fates Collide"
Braixen,"Kalos Starter Set"
Braixen,"Forbidden Light"
Braixen,XY
Braixen,BREAKthrough
Braixen,"XY Black Star Promos"
Braixen,"Silver Tempest"
Braixen,"Silver Tempest Trainer Gallery"
Braviary,"Steam Siege"
Braviary,"Emerging Powers"
Braviary,"Dragons Exalted"
Braviary,"Plasma Storm"
Braviary,BREAKthrough
Braviary,"Cosmic Eclipse"
Braviary,"Evolving Skies"
Breloom,Deoxys
Breloom,"Shining Legends"
Breloom,"Primal Clash"
Breloom,Emerald
Breloom,"Ruby & Sapphire"
Breloom,Sandstorm
Breloom,"Secret Wonders"
Breloom,"Supreme Victors"
Breloom,"Furious Fists"
Breloom,"Unified Minds"
Breloom,"Fusion Strike"
Breloom,"Brilliant Stars"
"Breloom V","Fusion Strike"
Brionne,"Sun & Moon"
Brionne,"Lost Thunder"
"Brock's Diglett","Gym Challenge"
"Brock's Dugtrio","Gym Challenge"
"Brock's Geodude","Gym Heroes"
"Brock's Geodude","Gym Heroes"
"Brock's Geodude","Gym Challenge"
"Brock's Golbat","Gym Heroes"
"Brock's Golem","Gym Heroes"
"Brock's Graveler","Gym Challenge"
"Brock's Graveler","Gym Heroes"
"Brock's Lickitung","Gym Heroes"
"Brock's Mankey","Gym Heroes"
"Brock's Mankey","Gym Heroes"
"Brock's Ninetales","Gym Challenge"
"Brock's Onix","Gym Heroes"
"Brock's Onix","Gym Heroes"
"Brock's Primeape","Gym Challenge"
"Brock's Rhydon","Gym Heroes"
"Brock's Rhyhorn","Gym Heroes"
"Brock's Rhyhorn","Gym Heroes"
"Brock's Sandshrew","Gym Heroes"
"Brock's Sandshrew","Gym Heroes"
"Brock's Sandslash","Gym Heroes"
"Brock's Sandslash","Gym Challenge"
"Brock's Vulpix","Gym Challenge"
"Brock's Vulpix","Gym Heroes"
"Brock's Zubat","Gym Heroes"
"Brock's Zubat","Gym Heroes"
Bronzong,"HS—Triumphant"
Bronzong,"Mysterious Treasures"
Bronzong,Arceus
Bronzong,Stormfront
Bronzong,"Majestic Dawn"
Bronzong,"XY Black Star Promos"
Bronzong,Arceus
Bronzong,"Fates Collide"
Bronzong,"Phantom Forces"
Bronzong,"Next Destinies"
Bronzong,"Ultra Prism"
Bronzong,"Team Up"
Bronzong,BREAKthrough
Bronzong,"Rebel Clash"
Bronzong,"Battle Styles"
Bronzong,"SWSH Black Star Promos"
Bronzong,"Chilling Reign"
Bronzong,"Astral Radiance"
Bronzong,"Astral Radiance Trainer Gallery"
Bronzong,"Lost Origin"
"Bronzong E4","Rising Rivals"
"Bronzong G",Platinum
Bronzor,Arceus
Bronzor,Arceus
Bronzor,"Majestic Dawn"
Bronzor,"HS—Triumphant"
Bronzor,Stormfront
Bronzor,"Fates Collide"
Bronzor,"Phantom Forces"
Bronzor,"Next Destinies"
Bronzor,"Mysterious Treasures"
Bronzor,"Ultra Prism"
Bronzor,"Team Up"
Bronzor,BREAKthrough
Bronzor,"Rebel Clash"
Bronzor,"Battle Styles"
Bronzor,"Astral Radiance"
Bronzor,"Lost Origin"
Bruxish,"SM Black Star Promos"
Bruxish,"Burning Shadows"
Bruxish,"Sun & Moon"
Bruxish,"Lost Thunder"
Bruxish,"Battle Styles"
Budew,Stormfront
Budew,"Diamond & Pearl"
Buizel,"POP Series 9"
Buizel,"DP Black Star Promos"
Buizel,Flashfire
Buizel,"Dragons Exalted"
Buizel,"Shining Legends"
Buizel,"Ultra Prism"
Buizel,"HS—Unleashed"
Buizel,"Great Encounters"
Buizel,"Diamond & Pearl"
Buizel,"Mysterious Treasures"
Buizel,"Supreme Victors"
Buizel,"Shining Fates"
Buizel,"Brilliant Stars"
Bulbasaur,"Detective Pikachu"
Bulbasaur,"Dark Explorers"
Bulbasaur,"Shining Legends"
Bulbasaur,"POP Series 2"
Bulbasaur,"Team Magma vs Team Aqua"
Bulbasaur,Base
Bulbasaur,"Crystal Guardians"
Bulbasaur,"Crystal Guardians"
Bulbasaur,"FireRed & LeafGreen"
Bulbasaur,"FireRed & LeafGreen"
Bulbasaur,"Base Set 2"
Bulbasaur,"Secret Wonders"
Bulbasaur,"Legendary Collection"
Bulbasaur,"Supreme Victors"
Bulbasaur,"Expedition Base Set"
Bulbasaur,"Expedition Base Set"
Bulbasaur,"SM Black Star Promos"
Bulbasaur,"McDonald's Collection 2021"
Bulbasaur,"Pokémon GO"
Bulbasaur,"SWSH Black Star Promos"
Buneary,"DP Black Star Promos"
Buneary,"POP Series 9"
Buneary,"POP Series 6"
Buneary,Arceus
Buneary,"Majestic Dawn"
Buneary,"Diamond & Pearl"
Buneary,Flashfire
Buneary,"Legends Awakened"
Buneary,"Supreme Victors"
Buneary,"Ultra Prism"
Buneary,"Boundaries Crossed"
Buneary,"Fusion Strike"
Buneary,"Silver Tempest"
Bunnelby,"Kalos Starter Set"
Bunnelby,"Phantom Forces"
Bunnelby,"Crimson Invasion"
Bunnelby,"Forbidden Light"
Bunnelby,XY
Bunnelby,"Primal Clash"
Bunnelby,"Primal Clash"
Bunnelby,"Rebel Clash"
Bunnelby,"Darkness Ablaze"
Bunnelby,"Shiny Vault"
Bunnelby,"SWSH Black Star Promos"
Bunnelby,"McDonald's Collection 2014"
Bunnelby,"Fusion Strike"
"Buried Fossil",Skyridge
Burmy,"Fates Collide"
Burmy,"Brilliant Stars"
"Burmy Plant Cloak","POP Series 7"
"Burmy Plant Cloak",Arceus
"Burmy Plant Cloak","Secret Wonders"
"Burmy Sandy Cloak","POP Series 7"
"Burmy Sandy Cloak",Arceus
"Burmy Sandy Cloak","Majestic Dawn"
"Burmy Sandy Cloak","Secret Wonders"
"Burmy Trash Cloak",Arceus
"Burmy Trash Cloak","Secret Wonders"
Butterfree,Flashfire
Butterfree,"Hidden Fates"
Butterfree,"Burning Shadows"
Butterfree,"Sun & Moon"
Butterfree,"Southern Islands"
Butterfree,"FireRed & LeafGreen"
Butterfree,"Rebel Clash"
Butterfree,"Unbroken Bonds"
Butterfree,"Expedition Base Set"
Butterfree,Generations
Butterfree,"HeartGold & SoulSilver"
Butterfree,"Great Encounters"
Butterfree,"Legendary Collection"
Butterfree,"Neo Discovery"
Butterfree,"Base Set 2"
Butterfree,Jungle
Butterfree,"Expedition Base Set"
Butterfree,"Fusion Strike"
"Butterfree FB","Supreme Victors"
"Butterfree V","Darkness Ablaze"
"Butterfree V","Darkness Ablaze"
"Butterfree VMAX","Darkness Ablaze"
"Butterfree VMAX","Darkness Ablaze"
Buzzwole,"Cosmic Eclipse"
Buzzwole,"Shiny Vault"
Buzzwole,"Forbidden Light"
Buzzwole,"SM Black Star Promos"
Buzzwole-GX,"Crimson Invasion"
Buzzwole-GX,"Shiny Vault"
Buzzwole-GX,"SM Black Star Promos"
Buzzwole-GX,"Crimson Invasion"
Buzzwole-GX,"Crimson Invasion"
Cacnea,BREAKthrough
Cacnea,"Plasma Freeze"
Cacnea,"Crimson Invasion"
Cacnea,"POP Series 2"
Cacnea,"Celestial Storm"
Cacnea,Emerald
Cacnea,"Crystal Guardians"
Cacnea,"Power Keepers"
Cacnea,Sandstorm
Cacnea,Sandstorm
Cacnea,Platinum
Cacnea,"Great Encounters"
Cacnea,"Shining Fates"
Cacnea,"Battle Styles"
Cacturne,Sandstorm
Cacturne,"Plasma Freeze"
Cacturne,"Crimson Invasion"
Cacturne,"Celestial Storm"
Cacturne,"Power Keepers"
Cacturne,"Great Encounters"
Cacturne,Platinum
Cacturne,BREAKthrough
Cacturne,"Battle Styles"
"Cacturne ex",Emerald
"Cacturne δ","Crystal Guardians"
Camerupt,"Crystal Guardians"
Camerupt,Deoxys
Camerupt,"Ruby & Sapphire"
Camerupt,"Supreme Victors"
Camerupt,"Crimson Invasion"
Camerupt,Emerald
Camerupt,"Boundaries Crossed"
Camerupt,BREAKpoint
Camerupt,Dragon
Camerupt,"Unified Minds"
Camerupt,"Holon Phantoms"
Camerupt,"Legends Awakened"
Camerupt,"Pokémon GO"
"Camerupt G","Supreme Victors"
"Camerupt ex",Emerald
Camerupt-EX,"Primal Clash"
Camerupt-EX,"Primal Clash"
Carbink,"Fates Collide"
Carbink,"Roaring Skies"
Carbink,"Fates Collide"
Carbink,Flashfire
Carbink,"Lost Thunder"
Carbink,"Lost Thunder"
Carbink,"Lost Origin"
Carkol,"Rebel Clash"
Carkol,"Shiny Vault"
Carkol,"Battle Styles"
Carnivine,"Legendary Treasures"
Carnivine,"Dark Explorers"
Carnivine,"Ultra Prism"
Carnivine,"Darkness Ablaze"
Carnivine,"POP Series 8"
Carnivine,"HS—Triumphant"
Carnivine,"Shining Legends"
Carnivine,"Diamond & Pearl"
Carnivine,Platinum
Carnivine,"HS—Unleashed"
Carnivine,"Supreme Victors"
Carnivine,Platinum
Carnivine,"Battle Styles"
"Carnivine G","DP Black Star Promos"
Carracosta,"Plasma Blast"
Carracosta,"Noble Victories"
Carracosta,"Unified Minds"
Carracosta-GX,"SM Black Star Promos"
Carvanha,"Champion's Path"
Carvanha,"Guardians Rising"
Carvanha,"Plasma Storm"
Carvanha,"Power Keepers"
Carvanha,Deoxys
Carvanha,"HS—Triumphant"
Carvanha,"Ruby & Sapphire"
Carvanha,"Rising Rivals"
Carvanha,"Secret Wonders"
Carvanha,"Sun & Moon"
Carvanha,"Unbroken Bonds"
Carvanha,"Cosmic Eclipse"
Carvanha,"Evolving Skies"
Carvanha,"Fusion Strike"
"Carvanha δ","Holon Phantoms"
Cascoon,"Dragons Exalted"
Cascoon,"Roaring Skies"
Cascoon,"Legend Maker"
Cascoon,"Lost Thunder"
Cascoon,"Ruby & Sapphire"
Cascoon,"Diamond & Pearl"
Cascoon,Platinum
Cascoon,"Lost Origin"
Castform,"Delta Species"
Castform,"Hidden Legends"
Castform,"Legends Awakened"
Castform,"Guardians Rising"
Castform,"Chilling Reign"
Castform,"Brilliant Stars"
Castform,"Lost Origin Trainer Gallery"
"Castform Rain Form","Legends Awakened"
"Castform Rainy Form","Chilling Reign"
"Castform Snow-Cloud Form","Legends Awakened"
"Castform Snowy Form","Chilling Reign"
"Castform Sunny Form","Legends Awakened"
"Castform Sunny Form","Chilling Reign"
Caterpie,"McDonald's Collection 2019"
Caterpie,Flashfire
Caterpie,"Burning Shadows"
Caterpie,"Hidden Fates"
Caterpie,"Sun & Moon"
Caterpie,"Rebel Clash"
Caterpie,"Unbroken Bonds"
Caterpie,Evolutions
Caterpie,Generations
Caterpie,Base
Caterpie,"HeartGold & SoulSilver"
Caterpie,"FireRed & LeafGreen"
Caterpie,"Neo Discovery"
Caterpie,"Base Set 2"
Caterpie,"Great Encounters"
Caterpie,"Legendary Collection"
Caterpie,"Expedition Base Set"
Caterpie,"Fusion Strike"
Celebi,"HS—Triumphant"
Celebi,"Neo Revelation"
Celebi,"Unified Minds"
Celebi,"Vivid Voltage"
Celebi,"Mysterious Treasures"
Celebi,"Neo Revelation"
Celebi,"Nintendo Black Star Promos"
Celebi,"Wizards Black Star Promos"
Celebi,"HS—Triumphant"
Celebi,"XY Black Star Promos"
Celebi,"XY Black Star Promos"
Celebi,Skyridge
Celebi,"XY Black Star Promos"
Celebi,"SM Black Star Promos"
Celebi,"Shining Fates"
"Celebi & Venusaur-GX","Team Up"
"Celebi & Venusaur-GX","Team Up"
"Celebi & Venusaur-GX","SM Black Star Promos"
"Celebi & Venusaur-GX","Team Up"
"Celebi V","Sword & Shield"
"Celebi V","Chilling Reign"
"Celebi V","Chilling Reign"
"Celebi V","Fusion Strike"
"Celebi VMAX","Chilling Reign"
"Celebi VMAX","Chilling Reign"
"Celebi ex","POP Series 2"
"Celebi ex","Unseen Forces"
"Celebi ◇","Lost Thunder"
"Celebi ★","Crystal Guardians"
Celebi-EX,"Boundaries Crossed"
Celebi-EX,"Boundaries Crossed"
Celesteela,"Shiny Vault"
Celesteela,"Celestial Storm"
Celesteela,"SM Black Star Promos"
Celesteela-GX,"SM Black Star Promos"
Celesteela-GX,"Ultra Prism"
Celesteela-GX,"Ultra Prism"
Celesteela-GX,"Unbroken Bonds"
Celesteela-GX,"Unbroken Bonds"
Celesteela-GX,"Unbroken Bonds"
Centiskorch,"Champion's Path"
Centiskorch,"Sword & Shield"
Centiskorch,"SWSH Black Star Promos"
Centiskorch,"Shiny Vault"
Centiskorch,"Battle Styles"
Centiskorch,"Fusion Strike"
Centiskorch,"Fusion Strike"
"Centiskorch V","Darkness Ablaze"
"Centiskorch V","Darkness Ablaze"
"Centiskorch V","Shiny Vault"
"Centiskorch V","Lost Origin Trainer Gallery"
"Centiskorch VMAX","Darkness Ablaze"
"Centiskorch VMAX","Darkness Ablaze"
"Centiskorch VMAX","Shiny Vault"
"Centiskorch VMAX","Lost Origin Trainer Gallery"
Chandelure,"Guardians Rising"
Chandelure,"Plasma Freeze"
Chandelure,"Next Destinies"
Chandelure,"Unified Minds"
Chandelure,"Rebel Clash"
Chandelure,"Steam Siege"
Chandelure,"Phantom Forces"
Chandelure,"Noble Victories"
Chandelure,"Next Destinies"
Chandelure,"Lost Thunder"
Chandelure,"Lost Origin"
Chandelure,"Lost Origin Trainer Gallery"
"Chandelure V","Fusion Strike"
"Chandelure V","Fusion Strike"
"Chandelure VMAX","Fusion Strike"
"Chandelure VMAX","Fusion Strike"
Chandelure-EX,"Legendary Treasures"
Chansey,"Base Set 2"
Chansey,Base
Chansey,"Unseen Forces"
Chansey,"FireRed & LeafGreen"
Chansey,"Neo Destiny"
Chansey,"Hidden Fates"
Chansey,"HeartGold & SoulSilver"
Chansey,Platinum
Chansey,Evolutions
Chansey,"Expedition Base Set"
Chansey,"Mysterious Treasures"
Chansey,"Dark Explorers"
Chansey,"Dark Explorers"
Chansey,"Phantom Forces"
Chansey,Aquapolis
Chansey,"Guardians Rising"
Chansey,"Lost Thunder"
Chansey,"McDonald's Collection 2018"
Chansey,"Fusion Strike"
Chansey,"Pokémon GO"
"Chansey ex","Ruby & Sapphire"
Charizard,"Secret Wonders"
Charizard,Arceus
Charizard,"Base Set 2"
Charizard,"Legendary Collection"
Charizard,"Detective Pikachu"
Charizard,"Dragon Majesty"
Charizard,Base
Charizard,"Team Up"
Charizard,"Expedition Base Set"
Charizard,"Power Keepers"
Charizard,"Legendary Treasures"
Charizard,Evolutions
Charizard,"Boundaries Crossed"
Charizard,"Vivid Voltage"
Charizard,"Expedition Base Set"
Charizard,"Expedition Base Set"
Charizard,"SWSH Black Star Promos"
Charizard,Generations
Charizard,Dragon
Charizard,Stormfront
Charizard,"Plasma Storm"
Charizard,"SM Black Star Promos"
Charizard,Skyridge
Charizard,"SM Black Star Promos"
Charizard,"Celebrations: Classic Collection"
Charizard,"Pokémon GO"
Charizard,"Lost Origin Trainer Gallery"
"Charizard & Braixen-GX","Cosmic Eclipse"
"Charizard & Braixen-GX","Cosmic Eclipse"
"Charizard & Braixen-GX","SM Black Star Promos"
"Charizard & Braixen-GX","Cosmic Eclipse"
"Charizard G","Supreme Victors"
"Charizard G LV.X","DP Black Star Promos"
"Charizard G LV.X","Supreme Victors"
"Charizard V","Darkness Ablaze"
"Charizard V","SWSH Black Star Promos"
"Charizard V","Champion's Path"
"Charizard V","Brilliant Stars"
"Charizard V","Brilliant Stars"
"Charizard V","Brilliant Stars"
"Charizard V","SWSH Black Star Promos"
"Charizard VMAX","Darkness Ablaze"
"Charizard VMAX","Champion's Path"
"Charizard VMAX","Shiny Vault"
"Charizard VMAX","SWSH Black Star Promos"
"Charizard VSTAR","Brilliant Stars"
"Charizard VSTAR","Brilliant Stars"
"Charizard VSTAR","SWSH Black Star Promos"
"Charizard ex","FireRed & LeafGreen"
"Charizard δ","Crystal Guardians"
"Charizard ★ δ","Dragon Frontiers"
Charizard-EX,Flashfire
Charizard-EX,Flashfire
Charizard-EX,Evolutions
Charizard-EX,Generations
Charizard-EX,"XY Black Star Promos"
Charizard-EX,"XY Black Star Promos"
Charizard-EX,Flashfire
Charizard-EX,"XY Black Star Promos"
Charizard-GX,"Hidden Fates"
Charizard-GX,"Burning Shadows"
Charizard-GX,"Shiny Vault"
Charizard-GX,"SM Black Star Promos"
Charizard-GX,"Burning Shadows"
Charizard-GX,"SM Black Star Promos"
Charizard-GX,"SM Black Star Promos"
Charjabug,"Sun & Moon"
Charjabug,"Unbroken Bonds"
Charjabug,"Rebel Clash"
Charjabug,"Fusion Strike"
Charmander,"Detective Pikachu"
Charmander,"Dragon Majesty"
Charmander,"Hidden Fates"
Charmander,"Team Up"
Charmander,"Team Up"
Charmander,"Shiny Vault"
Charmander,"Legendary Treasures"
Charmander,Evolutions
Charmander,"Boundaries Crossed"
Charmander,"Burning Shadows"
Charmander,"Burning Shadows"
Charmander,"Vivid Voltage"
Charmander,Base
Charmander,"Crystal Guardians"
Charmander,"Team Rocket"
Charmander,"Power Keepers"
Charmander,Arceus
Charmander,"FireRed & LeafGreen"
Charmander,"FireRed & LeafGreen"
Charmander,"Base Set 2"
Charmander,"Legendary Collection"
Charmander,"Secret Wonders"
Charmander,Generations
Charmander,Dragon
Charmander,"Expedition Base Set"
Charmander,"Expedition Base Set"
Charmander,Stormfront
Charmander,"FireRed & LeafGreen"
Charmander,"SWSH Black Star Promos"
Charmander,"McDonald's Collection 2021"
Charmander,"EX Trainer Kit 2 Minun"
Charmander,"Pokémon GO"
Charmander,"SWSH Black Star Promos"
"Charmander δ","POP Series 5"
"Charmander δ","Crystal Guardians"
Charmeleon,"Dragon Majesty"
Charmeleon,"Hidden Fates"
Charmeleon,"Team Up"
Charmeleon,"Shiny Vault"
Charmeleon,"Legendary Treasures"
Charmeleon,Evolutions
Charmeleon,"Boundaries Crossed"
Charmeleon,"Burning Shadows"
Charmeleon,Base
Charmeleon,"Vivid Voltage"
Charmeleon,"Crystal Guardians"
Charmeleon,"Base Set 2"
Charmeleon,Arceus
Charmeleon,"FireRed & LeafGreen"
Charmeleon,"Power Keepers"
Charmeleon,"Legendary Collection"
Charmeleon,"Secret Wonders"
Charmeleon,"Expedition Base Set"
Charmeleon,Generations
Charmeleon,Dragon
Charmeleon,Stormfront
Charmeleon,"Team Rocket Returns"
Charmeleon,"EX Trainer Kit 2 Minun"
Charmeleon,"Pokémon GO"
"Charmeleon δ","POP Series 5"
"Charmeleon δ","Crystal Guardians"
Chatot,"DP Black Star Promos"
Chatot,"Majestic Dawn"
Chatot,"Diamond & Pearl"
Chatot,"Plasma Blast"
Chatot,"Dark Explorers"
Chatot,"Supreme Victors"
Chatot,BREAKthrough
Chatot,"Rebel Clash"
Chatot,"Vivid Voltage"
Chatot,"Unbroken Bonds"
Chatot,"Astral Radiance"
"Chatot G","Supreme Victors"
Cherrim,"Pokémon Rumble"
Cherrim,"Plasma Storm"
Cherrim,"Ultra Prism"
Cherrim,"POP Series 8"
Cherrim,Arceus
Cherrim,Stormfront
Cherrim,"HS—Unleashed"
Cherrim,"Diamond & Pearl"
Cherrim,"Supreme Victors"
Cherrim,"Battle Styles"
Cherrim,"SWSH Black Star Promos"
Cherubi,"Legendary Treasures"
Cherubi,"Plasma Storm"
Cherubi,"Ultra Prism"
Cherubi,"POP Series 6"
Cherubi,"HS—Unleashed"
Cherubi,Arceus
Cherubi,Stormfront
Cherubi,"Diamond & Pearl"
Cherubi,"Supreme Victors"
Cherubi,"Battle Styles"
Cherubi,"Brilliant Stars"
Chesnaught,"Kalos Starter Set"
Chesnaught,XY
Chesnaught,BREAKthrough
Chesnaught,"XY Black Star Promos"
"Chesnaught V","Silver Tempest"
"Chesnaught V","Silver Tempest"
Chesnaught-EX,"XY Black Star Promos"
Chespin,"XY Black Star Promos"
Chespin,"Kalos Starter Set"
Chespin,BREAKthrough
Chespin,BREAKthrough
Chespin,BREAKthrough
Chespin,XY
Chespin,"XY Black Star Promos"
Chespin,"McDonald's Collection 2014"
Chespin,"McDonald's Collection 2021"
Chewtle,"Vivid Voltage"
Chewtle,"Sword & Shield"
Chewtle,"Shining Fates"
Chewtle,"Shiny Vault"
Chewtle,"Fusion Strike"
Chikorita,"Lost Thunder"
Chikorita,"Lost Thunder"
Chikorita,BREAKpoint
Chikorita,"Call of Legends"
Chikorita,"Unseen Forces"
Chikorita,"HeartGold & SoulSilver"
Chikorita,"Neo Genesis"
Chikorita,"Neo Genesis"
Chikorita,"Hidden Legends"
Chikorita,"Mysterious Treasures"
Chikorita,Generations
Chikorita,"Expedition Base Set"
Chikorita,"Expedition Base Set"
Chikorita,"McDonald's Collection 2021"
"Chikorita δ","Dragon Frontiers"
Chimchar,"DP Black Star Promos"
Chimchar,"POP Series 9"
Chimchar,"POP Series 6"
Chimchar,"Steam Siege"
Chimchar,"Plasma Storm"
Chimchar,"Ultra Prism"
Chimchar,"POP Series 8"
Chimchar,"Ultra Prism"
Chimchar,"Majestic Dawn"
Chimchar,"Majestic Dawn"
Chimchar,Platinum
Chimchar,"Diamond & Pearl"
Chimchar,"Supreme Victors"
Chimchar,"McDonald's Collection 2021"
Chimchar,"Brilliant Stars"
Chimecho,Emerald
Chimecho,"Supreme Victors"
Chimecho,"Hidden Legends"
Chimecho,"Mysterious Treasures"
Chimecho,"Nintendo Black Star Promos"
Chimecho,"Crimson Invasion"
Chimecho,"Vivid Voltage"
Chimecho,"Battle Styles"
Chimecho,"Brilliant Stars"
